keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at,agreement_pattern,majority_category,dissenting_model
,,121,,2026-01-24T15:18:44.802000+00:00,New market added ResolvLabs PT RLP April26 now included in the Stake DAO USDC Morpho vault. Continued diversification across Stake DAO LP and blue chip collateral markets for better depositor returns. Deposit now Reposted StakeDAOHQ,https://x.com/ResolvLabs/status/2015081829649314266,https://x.com/StakeDAOHQ/status/2015080808923484629,high_value,filter_out,yield_farming,yield_farming,0.9889975786,0.9999562502,0.9765927792,0.9765927792,70e03bbb73a84c4c7f0437cf201467a91c6ef9494c1f45eb72f373c98e9e180d,Resolv Labs,discord,Reposted,@StakeDAOHQ,"{""filter_out"": 0.010901270434260368, ""high_value"": 0.9889975786209106, ""yield_farming"": 0.00010118466161657125}","{""filter_out"": 0.9999562501907349, ""high_value"": 2.3552143829874694e-05, ""yield_farming"": 2.014521487581078e-05}","{""filter_out"": 0.002576855244114995, ""high_value"": 0.02083040028810501, ""yield_farming"": 0.9765927791595459}","{""filter_out"": 0.002576855244114995, ""high_value"": 0.02083040028810501, ""yield_farming"": 0.9765927791595459}",,,,,,2026-02-10 17:40:28,2026-02-11 1:40:28,all_different,,
,,109,,2026-01-23T18:38:16.957000+00:00,"A gentle reminder, don t sleep on PST USDC vault on Kamino. 9.3% juicy APY plus $225K weekly $HUMA incentives Note PST deposited in the Kamino Liquidity Vault won t earn $HUMA elsewhere. Reposted humafinance",https://x.com/kamino/status/2014769667500351964,https://x.com/humafinance/status/2014753973702709600,yield_farming,filter_out,yield_farming,yield_farming,0.9099059701,0.7248640656,0.6791785359,0.6791785359,2e632671f8164b43fa0a075a8895fd7ea560882da72d80bca642f8f5e04cac18,Kamino,discord,Reposted,@humafinance,"{""filter_out"": 0.09009288996458054, ""high_value"": 1.1358106348779984e-06, ""yield_farming"": 0.9099059700965881}","{""filter_out"": 0.7248640656471252, ""high_value"": 8.584767783759162e-06, ""yield_farming"": 0.2751273810863495}","{""filter_out"": 0.32082122564315796, ""high_value"": 2.667720480076241e-07, ""yield_farming"": 0.6791785359382629}","{""filter_out"": 0.32082122564315796, ""high_value"": 2.667720480076241e-07, ""yield_farming"": 0.6791785359382629}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+pc_agree_oc_disagrees,yield_farming,oc
,,105,,2026-01-23T16:45:12.052000+00:00,"Don't sleep on this Hidden Hand incentives must be claimed by June 30, 2026. After that, they will be forfeited. Claim what you've earned",https://x.com/Balancer/status/2014741181666885915,https://x.com/Balancer/status/2003510112552669232,filter_out,filter_out,yield_farming,yield_farming,0.9828232527,0.8596372008,0.6513540745,0.6513540745,96f28abfeef9ef8c5f404c7d2eaa9a527d21482c9467320eccfb8437e4182eb1,Balancer,discord,Quoted,@Balancer,"{""filter_out"": 0.9828232526779175, ""high_value"": 5.9201088475902e-08, ""yield_farming"": 0.017176708206534386}","{""filter_out"": 0.8596372008323669, ""high_value"": 3.087327058892697e-05, ""yield_farming"": 0.1403319239616394}","{""filter_out"": 0.3486447334289551, ""high_value"": 1.2205586017444148e-06, ""yield_farming"": 0.6513540744781494}","{""filter_out"": 0.3486447334289551, ""high_value"": 1.2205586017444148e-06, ""yield_farming"": 0.6513540744781494}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,103,,2026-01-23T16:00:28.440000+00:00,BitMart Savings Welcome Gift Enjoy $USDT $USDC $SOL up to 288.88% APY Enjoy $BTC $ETH $XRP $BMX up to 188.88% APY Details Earn Now Savings USDT USDC BTC ETH SOL XRP BMX Posted,https://x.com/BitMartExchange/status/2014729944396411041,,filter_out,filter_out,yield_farming,yield_farming,0.8684298992,0.9361119866,0.9999980927,0.9999980927,1ee3ba1e7e51ef65c3d7793de968c000bc5cfa1fd823ff891096ab6341fb6a97,BitMart,discord,Posted,,"{""filter_out"": 0.8684298992156982, ""high_value"": 0.0034940510522574186, ""yield_farming"": 0.12807606160640717}","{""filter_out"": 0.9361119866371155, ""high_value"": 0.00030916198738850653, ""yield_farming"": 0.06357891857624054}","{""filter_out"": 1.9638046069303527e-06, ""high_value"": 8.677764284925615e-09, ""yield_farming"": 0.9999980926513672}","{""filter_out"": 1.9638046069303527e-06, ""high_value"": 8.677764284925615e-09, ""yield_farming"": 0.9999980926513672}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,99,,2026-01-23T14:09:35.664000+00:00,Ethereum staking ETFs use stETH as their backing. Bitcoin staking ETFs need institutional LSTs as backing. Core is building exactly that. This is how Bitcoin yield reaches institutional scale. Posted,https://x.com/Coredao_Org/status/2014702033409081469,,filter_out,filter_out,yield_farming,yield_farming,0.9986249208,0.999997735,0.9573994875,0.9573994875,f3d01f6af4c1a1228c716c94e7ffb65e3e0aa1e6910ff05caff4a898020a5e2f,Core DAO 🔶,discord,Posted,,"{""filter_out"": 0.9986249208450317, ""high_value"": 0.0012593527790158987, ""yield_farming"": 0.00011577336408663541}","{""filter_out"": 0.9999977350234985, ""high_value"": 1.816221583794686e-06, ""yield_farming"": 5.04346530760813e-07}","{""filter_out"": 0.0358399972319603, ""high_value"": 0.006760492455214262, ""yield_farming"": 0.9573994874954224}","{""filter_out"": 0.0358399972319603, ""high_value"": 0.006760492455214262, ""yield_farming"": 0.9573994874954224}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,98,,2026-01-23T13:35:01.517000+00:00,"How to earn 40% APY on USDC, ETH & BTC with COTI Earn No staking. No lockups. Just bridge and hold to earn daily rewards. In this Guide How to bridge $USDC, $ETH & $BTC to $COTI How to earn 40% APY no staking Daily TPS reward drops explained How to convert TPS $COTI Simple. Rewarding. On chain. Powered by COTI Earn on COTI",https://x.com/COTInetwork/status/2014693267024080985,https://x.com/COTInetwork/status/2014675177762611700,yield_farming,filter_out,yield_farming,yield_farming,0.7929965258,0.8244614005,0.9999996424,0.9999996424,f23747692871e8aa88a08ec7b2c84abe736911a23ccc9ed8f94ce76c2117505d,COTI Foundation,discord,Quoted,@COTInetwork,"{""filter_out"": 0.20686551928520203, ""high_value"": 0.00013800972374156117, ""yield_farming"": 0.7929965257644653}","{""filter_out"": 0.8244614005088806, ""high_value"": 5.683519361809886e-07, ""yield_farming"": 0.17553795874118805}","{""filter_out"": 3.307591782686359e-07, ""high_value"": 3.972976170274478e-09, ""yield_farming"": 0.9999996423721313}","{""filter_out"": 3.307591782686359e-07, ""high_value"": 3.972976170274478e-09, ""yield_farming"": 0.9999996423721313}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+pc_agree_oc_disagrees,yield_farming,oc
,,97,,2026-01-23T12:27:43.788000+00:00,"A new XAUT USD market is live on GMX You can now trade Tether Gold with up to 25x leverage from Arbitrum, Ethereum, Base, and BNB Chain, alongside Solana and Avalanche. Note this synthetic Perp is backed by BTC USDC liquidity, enabling you to long Gold with BTC collateral and capture the upside of both.",,,filter_out,filter_out,yield_farming,yield_farming,0.9995904565,0.9995983243,0.9129521847,0.9129521847,331fba60d5d907979c88cb8622d95b3ec219156e88fe73c67f364fa8f491d51d,GMX,discord,,,"{""filter_out"": 0.9995904564857483, ""high_value"": 0.0004044794477522373, ""yield_farming"": 5.091645107313525e-06}","{""filter_out"": 0.9995983242988586, ""high_value"": 0.00038596001104451716, ""yield_farming"": 1.56834939843975e-05}","{""filter_out"": 0.08693154901266098, ""high_value"": 0.00011624368926277384, ""yield_farming"": 0.912952184677124}","{""filter_out"": 0.08693154901266098, ""high_value"": 0.00011624368926277384, ""yield_farming"": 0.912952184677124}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,96,,2026-01-23T12:18:06.772000+00:00,"A new XAUT USD market is live on GMX Trade TetherGold with up to 25x leverage from Arbitrum, Ethereum, Base, BNB Chain, Solana, or Avalanche. This synthetic Perp is backed by BTC USDC liquidity, enabling you to long Gold with BTC collateral and capture the upside of both. Posted",https://x.com/GMX_IO/status/2014673932482150650,,filter_out,filter_out,yield_farming,yield_farming,0.9999133348,0.9990510345,0.9922636747,0.9922636747,00995ff39f428e6405de1e3fcb7f5cc47b63c5d5346c8dd32bff7ee9f651a676,GMX 🫐,discord,Posted,,"{""filter_out"": 0.9999133348464966, ""high_value"": 7.967245619511232e-05, ""yield_farming"": 6.961701274121879e-06}","{""filter_out"": 0.999051034450531, ""high_value"": 0.0008829875732772052, ""yield_farming"": 6.59938232274726e-05}","{""filter_out"": 0.007695331703871489, ""high_value"": 4.1017308831214905e-05, ""yield_farming"": 0.992263674736023}","{""filter_out"": 0.007695331703871489, ""high_value"": 4.1017308831214905e-05, ""yield_farming"": 0.992263674736023}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,92,,2026-01-23T10:31:40.914000+00:00,"You know the best thing about positive $ETH price action $RSR staking yield is also up and to the right If ETHplus supply doesn't change, $RSR staking APY will hit 10% yield when $ETH hits $4,500 Reposted ETHPlus",https://x.com/ETHPlus_/status/2014647144016384356,https://x.com/ETHPlus_/status/2012208272749838567,yield_farming,filter_out,yield_farming,yield_farming,0.8438803554,0.9820130467,0.9984020591,0.9984020591,285552382290eff00efbd5ba6a15975960c7e1491ce70591df12c5c3d7f0224a,ETH Plus (ETH+),discord,Reposted,@ETHPlus_,"{""filter_out"": 0.15610218048095703, ""high_value"": 1.7540562112117186e-05, ""yield_farming"": 0.8438803553581238}","{""filter_out"": 0.9820130467414856, ""high_value"": 6.98451060543448e-07, ""yield_farming"": 0.017986197024583817}","{""filter_out"": 0.0015978453448042274, ""high_value"": 6.605030478112894e-08, ""yield_farming"": 0.9984020590782166}","{""filter_out"": 0.0015978453448042274, ""high_value"": 6.605030478112894e-08, ""yield_farming"": 0.9984020590782166}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+pc_agree_oc_disagrees,yield_farming,oc
,,91,,2026-01-23T10:30:03.690000+00:00,Maximize your USD1 rewards with lista dao binance $400M $WLFI rewards are live Borrow USD1 on Lista to Stay exposed to your core assets Avoid price volatility Deploy USD1 directly into binance Current borrow rates slisBNB & BNB 1.95% PT USDe 2.48%,https://x.com/lista_dao/status/2014646719699399046,https://x.com/binance/status/2014594538262974748,filter_out,yield_farming,yield_farming,yield_farming,0.9981248975,0.9473645687,0.9994022846,0.9994022846,195173c217f48e46f93dd7a31e5c85fe916716a952bdc7d06a0d23f21408489c,Lista DAO,discord,Quoted,@binance,"{""filter_out"": 0.998124897480011, ""high_value"": 2.7800496127383667e-07, ""yield_farming"": 0.0018748613074421883}","{""filter_out"": 0.05261803790926933, ""high_value"": 1.737772618071176e-05, ""yield_farming"": 0.9473645687103271}","{""filter_out"": 0.0005976693355478346, ""high_value"": 2.3341970578627524e-09, ""yield_farming"": 0.9994022846221924}","{""filter_out"": 0.0005976693355478346, ""high_value"": 2.3341970578627524e-09, ""yield_farming"": 0.9994022846221924}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,oc+pc_agree_mc_disagrees,yield_farming,mc
,,88,,2026-01-23T10:03:25.384000+00:00,"$SENT is now live on Binance Spot. Trade $SENT SentientAGI and grab your share of the 60,700,000 SENT prize pool Join now Posted",https://x.com/binance/status/2014640014890828096,,filter_out,filter_out,yield_farming,yield_farming,0.9178446531,0.9841746688,0.9951477647,0.9951477647,f443d92ffb00e82416784b62c63bc369d727b5a5de6e463367000a2eb51b3010,Binance,discord,Posted,,"{""filter_out"": 0.9178446531295776, ""high_value"": 0.012203413061797619, ""yield_farming"": 0.06995200365781784}","{""filter_out"": 0.9841746687889099, ""high_value"": 0.014148603193461895, ""yield_farming"": 0.0016766594490036368}","{""filter_out"": 0.004820188507437706, ""high_value"": 3.20371582347434e-05, ""yield_farming"": 0.9951477646827698}","{""filter_out"": 0.004820188507437706, ""high_value"": 3.20371582347434e-05, ""yield_farming"": 0.9951477646827698}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,84,,2026-01-23T09:11:46.970000+00:00,. morpho rewards are now live on Steakhouse V2 vaults. Explicit risk buckets. Same collateral standards. V2 native incentives. Explore vaults Reposted SteakhouseFi,https://x.com/Morpho/status/2014627072346345681,https://x.com/SteakhouseFi/status/2014626957074563353,filter_out,filter_out,yield_farming,yield_farming,0.7930063009,0.9967075586,0.9997293353,0.9997293353,91b448acc368a147915e84cbd64ced4942e856d3e99f2e402412832c62a85d5d,Morpho 🦋,discord,Reposted,@SteakhouseFi,"{""filter_out"": 0.7930063009262085, ""high_value"": 0.00012566082295961678, ""yield_farming"": 0.20686806738376617}","{""filter_out"": 0.996707558631897, ""high_value"": 0.003273001406341791, ""yield_farming"": 1.9461976989987306e-05}","{""filter_out"": 0.0002341272629564628, ""high_value"": 3.6469995393417776e-05, ""yield_farming"": 0.999729335308075}","{""filter_out"": 0.0002341272629564628, ""high_value"": 3.6469995393417776e-05, ""yield_farming"": 0.999729335308075}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,83,,2026-01-23T09:11:25.907000+00:00,. morpho rewards are now live on Steakhouse V2 vaults. Explicit risk buckets. Same collateral standards. V2 native incentives. Explore vaults Posted,https://x.com/SteakhouseFi/status/2014626957074563353,,filter_out,filter_out,yield_farming,yield_farming,0.8807728887,0.9935442209,0.9907695651,0.9907695651,328dfe9f6012ded992f1a8b6341090b01cb56044a7de10971741d2f25cccdcb0,Steakhouse Financial,discord,Posted,,"{""filter_out"": 0.8807728886604309, ""high_value"": 2.748265615082346e-05, ""yield_farming"": 0.11919964849948883}","{""filter_out"": 0.9935442209243774, ""high_value"": 0.006095364689826965, ""yield_farming"": 0.0003603799268603325}","{""filter_out"": 0.008913299068808556, ""high_value"": 0.00031714601209387183, ""yield_farming"": 0.9907695651054382}","{""filter_out"": 0.008913299068808556, ""high_value"": 0.00031714601209387183, ""yield_farming"": 0.9907695651054382}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,82,,2026-01-23T09:06:10.783000+00:00,"ListaWeeklyRecap Jan 22, 2026 DAO & Governance Week 79 veLISTA Rewards 355K $LISTA, 36.75% APR AMA with BNBCHAIN, UTechStables, PancakeSwap, and VenusProtocol on improving capital efficiency via unified stablecoin layer Lista Lending Lista Earning and Borrowing Cheat Sheet Fixed Rate Borrowing rate decrease Ecosystem Ongoing binance Square Creator Share your USD1 Earn Strategy 116,270 $LISTA bailsecurity Lista DAO Audit Posted",https://x.com/lista_dao/status/2014625687454290163,,filter_out,filter_out,yield_farming,yield_farming,0.9898209572,0.9999135733,0.9999623299,0.9999623299,0e8124c4bf6e4fb73f51ca2773130433b8d02ed31555f9b2efe2581f856b222e,Lista DAO,discord,Posted,,"{""filter_out"": 0.9898209571838379, ""high_value"": 9.419474736205302e-06, ""yield_farming"": 0.01016956102102995}","{""filter_out"": 0.9999135732650757, ""high_value"": 2.382163728498199e-07, ""yield_farming"": 8.61464868648909e-05}","{""filter_out"": 3.7197969504632056e-05, ""high_value"": 4.5919645685899013e-07, ""yield_farming"": 0.999962329864502}","{""filter_out"": 3.7197969504632056e-05, ""high_value"": 4.5919645685899013e-07, ""yield_farming"": 0.999962329864502}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+oc_agree_pc_disagrees,filter_out,pc
,,77,,2026-01-23T06:37:56.574000+00:00,$BTT staking offers APY up to 7.07%. Staking on BTTC Posted,https://x.com/BitTorrent/status/2014588307620167805,,filter_out,yield_farming,yield_farming,yield_farming,0.9539606571,0.9952864051,0.9999961853,0.9999961853,12090ec7446a6f2a19bf5b370e578a8a8268ee568bb25ee6dffb62d544ecdaa0,BitTorrent,discord,Posted,,"{""filter_out"": 0.953960657119751, ""high_value"": 5.681002676283242e-06, ""yield_farming"": 0.04603363946080208}","{""filter_out"": 0.004537633154541254, ""high_value"": 0.00017594311793800443, ""yield_farming"": 0.9952864050865173}","{""filter_out"": 3.2377602110500447e-06, ""high_value"": 6.083570838200103e-07, ""yield_farming"": 0.9999961853027344}","{""filter_out"": 3.2377602110500447e-06, ""high_value"": 6.083570838200103e-07, ""yield_farming"": 0.9999961853027344}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,oc+pc_agree_mc_disagrees,yield_farming,mc
,,74,,2026-01-23T05:57:35.653000+00:00,"VIP exclusive BTC Earn products is ready bitget Ready to enjoy up to 2.5% APR and trade to unlock an additional pool of 388,888 FUN BitgetVIP Max. Perks, Min. Fees Reposted BitgetVIPs",https://x.com/bitget/status/2014578219291443311,https://x.com/BitgetVIPs/status/2014300513622520294,yield_farming,filter_out,yield_farming,yield_farming,0.9790352583,0.9983906746,0.9999867678,0.9999867678,34fcd9b551e8475c3e76d50112afa6f34c0d64248a3bfac154a25f9123ffd7db,Bitget,discord,Reposted,@BitgetVIPs,"{""filter_out"": 0.020964229479432106, ""high_value"": 4.785823080055707e-07, ""yield_farming"": 0.9790352582931519}","{""filter_out"": 0.9983906745910645, ""high_value"": 8.46817420097068e-05, ""yield_farming"": 0.0015246572438627481}","{""filter_out"": 1.3186177966417745e-05, ""high_value"": 6.286079989870075e-10, ""yield_farming"": 0.9999867677688599}","{""filter_out"": 1.3186177966417745e-05, ""high_value"": 6.286079989870075e-10, ""yield_farming"": 0.9999867677688599}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+pc_agree_oc_disagrees,yield_farming,oc
,,68,,2026-01-23T03:07:48.615000+00:00,"Nova Plus Plan is LIVE Build HTX, Earn HTX For Quality Content Creators Requirements 1. Hold 1000U worth of $HTX 2. Followers 5000 3. Active HTX trader How to earn Use HTX Share your thoughts Suggest improvements Post quality content Get REWARDED Rewards HUGE see the screenshot PLUS hidden rewards Loyal supporters may enjoy All expenses paid trips Exclusive dinners with Justin Sun Year end bonus packs & more Sign up now For details ceee333 HTX NovaPlus BuildHTX EarnHTX Reposted HTX Molly",https://x.com/HTX_Global/status/2014535471779754230,https://x.com/HTX_Molly/status/2014320274406256771,yield_farming,filter_out,yield_farming,yield_farming,0.8740770817,0.9637798667,0.6001883149,0.6001883149,61fb84e931507ec24c51c335d33505b53440f7b1a4602a0690afcef614e61d64,HTX,discord,Reposted,@HTX_Molly,"{""filter_out"": 0.12592275440692902, ""high_value"": 8.680629548507568e-08, ""yield_farming"": 0.8740770816802979}","{""filter_out"": 0.963779866695404, ""high_value"": 3.412818116999006e-08, ""yield_farming"": 0.03622005134820938}","{""filter_out"": 0.39981159567832947, ""high_value"": 6.3450116272179e-08, ""yield_farming"": 0.6001883149147034}","{""filter_out"": 0.39981159567832947, ""high_value"": 6.3450116272179e-08, ""yield_farming"": 0.6001883149147034}",,,,,,2026-02-10 17:39:30,2026-02-11 1:39:31,mc+pc_agree_oc_disagrees,yield_farming,oc
